Date,Description,Debit,Credit,Balance,Category,SubCategory
23/04/2024,Visa Purchase                 20Apr Sq *Hamilton's Hospi Strathfie,26.29,,5548.81,Entertainment & Recreation,Catering
23/04/2024,Visa Purchase                 19Apr Sq *Maker Little Bou Melbourne,18.5,,5575.1,Food & Beverage,Dining out
23/04/2024,Visa Purchase                 20Apr Sq *Overlay Coffee   Melbourne,13.3,,5593.6,Food & Beverage,Beverages
22/04/2024,Visa Purchase                 17Apr Targett Medical Pty  North Ade,1134,,5606.9,Retail & Personal,Retail (shopping)
22/04/2024,Visa Purchase                 18Apr Doma Kitchen         Melbourne,77.52,,6740.9,Food & Beverage,Dining out
22/04/2024,Visa Purchase                 19Apr Downtown Grocer      Melbourne,24.2,,6818.42,Food & Beverage,Food & Groceries
22/04/2024,Visa Purchase                 17Apr Foodworks North Adel North Ade,14.82,,6842.62,Food & Beverage,Food & Groceries
22/04/2024,Visa Purchase                 19Apr French Fix Pty Ltd   Melbourne,13.16,,6857.44,Food & Beverage,Dining out
22/04/2024,Visa Purchase                 18Apr Bakery On O'Connell  North Ade,13.13,,6870.6,Food & Beverage,Food & Groceries
22/04/2024,Visa Purchase                 19Apr French Fix Pty Ltd   Melbourne,5.06,,6883.73,Food & Beverage,Dining out
22/04/2024,Eftpos Debit                  22Apr09:31 Bakery On O'Connell   North Adelaidsa Au,27.88,,6888.79,Food & Beverage,Food & Groceries
22/04/2024,Eftpos Debit                  22Apr03:40 Uber* Trip\,31.56,,6916.67,Transport & Travel,Taxi & Rental car
20/04/2024,Visa Purchase                 16Apr Aldi Stores - Prospe Prospect,32.63,,6948.23,Food & Beverage,Food & Groceries
20/04/2024,Visa Purchase                 17Apr Cibo Espresso T And  North Ade,11.7,,6980.86,Food & Beverage,Dining out
20/04/2024,Visa Purchase                 17Apr Bakery On O'Connell  North Ade,11.11,,6992.56,Food & Beverage,Food & Groceries
20/04/2024,Visa Purchase                 18Apr Cocacolaepp          Adelaide,3.8,,7003.67,Food & Beverage,Food & Groceries
19/04/2024,Visa Purchase                 16Apr Kanika Group Pty Ltd Prospect,110.47,,7007.47,Transport & Travel,Vehicle Expenses
19/04/2024,Visa Purchase                 16Apr Telstra Prepaid      Melbourne,10,,7117.94,Bills & Payments,Telecommunications
19/04/2024,Visa Purchase                 17Apr Nth Adel Foodland    North Ade,0.1,,7127.94,Food & Beverage,Food & Groceries
19/04/2024,Tfr Wdl BPAY Internet         19Apr06:04 500015101768        Origin Energy,1660,,7128.04,Bills & Payments,Utilities & Rates
19/04/2024,Internet Deposit              19Apr06:02 From 0280074494440,,802.35,8788.04,Deposits,Deposit
19/04/2024,Eftpos Debit                  19Apr03:30 Uber* Trip\,29.02,,7985.69,Transport & Travel,Taxi & Rental car
18/04/2024,Visa Purchase                 13Apr Amazon Marketplace A Sydney So,165.4,,8014.71,Retail & Personal,Retail (shopping)
18/04/2024,Visa Purchase                 13Apr Krung Thep           North Ade,84.5,,8180.11,Food & Beverage,Dining out
18/04/2024,Visa Purchase                 16Apr Nth Adel Foodland    North Ade,12.19,,8264.61,Food & Beverage,Food & Groceries
18/04/2024,Eftpos Debit                  18Apr00:36 Uber* Trip\,16.2,,8276.8,Transport & Travel,Taxi & Rental car
17/04/2024,Visa Credit                   13Apr Nth Adel Foodland    North Ade,,3.1,8293,Deposits,Deposit
17/04/2024,Visa Purchase                 13Apr Nth Adel Foodland    North Ade,21.3,,8289.9,Food & Beverage,Food & Groceries
17/04/2024,Visa Purchase                 14Apr Bakery On O'Connell  North Ade,18.79,,8311.2,Food & Beverage,Food & Groceries
17/04/2024,Visa Purchase                 14Apr Nth Adel Foodland    North Ade,14.29,,8329.99,Food & Beverage,Food & Groceries
17/04/2024,Eftpos Debit                  17Apr11:51 Idodrivethru.Com.Au\,550,,8344.28,Home & Property,Services & Tradespeople
16/04/2024,Visa Purchase                 13Apr Gn Circleoffriendsa  Summertow,51.63,,8894.28,Bills & Payments,Gifts & Donations
16/04/2024,Visa Purchase                 12Apr Governor Hindmarsh H Hindmarsh,22.8,,8945.91,Food & Beverage,Beverages
16/04/2024,Visa Purchase                 12Apr Governor Hindmarsh H Hindmarsh,22.8,,8968.71,Food & Beverage,Beverages
16/04/2024,Visa Purchase                 14Apr Sq *Village Asian Gr North Ade,6.5,,8991.51,Food & Beverage,Food & Groceries
16/04/2024,Visa Purchase                 12Apr Bakery On O'Connell  North Ade,6.06,,8998.01,Food & Beverage,Food & Groceries
16/04/2024,Visa Purchase                 13Apr Woodside Foodland    Woodside,2.82,,9004.07,Food & Beverage,Food & Groceries
16/04/2024,Eftpos Debit                  16Apr21:22 Kx Pilates Nth Adelaide\,560,,9006.89,Retail & Personal,Health & Fitness
15/04/2024,Visa Purchase                 11Apr Costco Wholesale Aus Kilburn,204.18,,9566.89,Food & Beverage,Food & Groceries
15/04/2024,Visa Purchase                 11Apr Scootaround Australi Fulham,195,,9771.07,Transport & Travel,Vehicle Expenses
15/04/2024,Visa Purchase                 12Apr V/Cellars 3327       N Adelaid,47.5,,9966.07,Food & Beverage,Beverages
15/04/2024,Visa Purchase                 10Apr Telstra Prepaid      Melbourne,35,,10013.57,Bills & Payments,Telecommunications
15/04/2024,Visa Purchase                 11Apr Color Club Pty Ltd   North Ade,25.25,,10048.57,Retail & Personal,Retail (shopping)
15/04/2024,Visa Purchase                 12Apr Sq *Fun2Seeya Pizzer Queenstow,24,,10073.82,Food & Beverage,Food & Groceries
15/04/2024,Visa Purchase                 12Apr Sq *Plant 3 Downstai Bowden,22,,10097.82,Food & Beverage,Beverages
15/04/2024,Visa Purchase                 11Apr Crown And Anchor Hot Adelaide,20.24,,10119.82,Food & Beverage,Dining out
15/04/2024,Visa Purchase                 11Apr Crown And Anchor Hot Adelaide,9.1,,10140.06,Food & Beverage,Dining out
15/04/2024,Oakbank Racing C Pay For 4/15/2024,,224.3,10149.16,Deposits,Deposit
13/04/2024,Visa Purchase                 11Apr Bunningssausagesizzl Hawthorn,3.5,,9924.86,Home & Property,Maintenance
13/04/2024,Eftpos Debit                  13Apr10:20 Uber* Trip\,11.8,,9928.36,Transport & Travel,Taxi & Rental car
12/04/2024,Visa Purchase                 10Apr Elysian Salon & Spa  Adelaide,410.5,,9940.16,Retail & Personal,Retail (shopping)
12/04/2024,Visa Purchase                 10Apr Usafoods Aus         Moorabbin,44.95,,10350.66,Home & Property,Technology & Appliances
12/04/2024,Visa Purchase                 10Apr Guzman Y Gomez       Adelaide,19.7,,10395.61,Food & Beverage,Dining out
12/04/2024,Visa Purchase                 10Apr Alh Venues/123 Oconn Nrth Adel,12,,10415.31,Transport & Travel,Hotels and Accommodation
12/04/2024,Visa Purchase                 10Apr Woolworths/80-88 Run Rundle Ma,8,,10427.31,Food & Beverage,Food & Groceries
12/04/2024,Visa Purchase                 10Apr Beam Mobility Austra -,6.61,,10435.31,Bills & Payments,Telecommunications
12/04/2024,Eftpos Debit                  12Apr15:07 Endota North Adelaide North Adelaid   Au,145,,10441.92,Retail & Personal,Medical & Personal care
12/04/2024,Eftpos Debit                  12Apr09:36 Bakery On O'Connell   North Adelaidsa Au,22.83,,10586.92,Food & Beverage,Food & Groceries
12/04/2024,Eftpos Debit                  12Apr08:33 Uber* Trip\,19.15,,10609.75,Transport & Travel,Taxi & Rental car
12/04/2024,Eftpos Debit                  12Apr06:18 Uber* Trip\,14.52,,10628.9,Transport & Travel,Taxi & Rental car
12/04/2024,Internet Deposit              12Apr06:04 From 0280074494440,,802.35,10643.42,Deposits,Deposit
12/04/2024,Eftpos Debit                  12Apr02:40 Uber* Trip\,28.28,,9841.07,Transport & Travel,Taxi & Rental car
11/04/2024,Visa Purchase                 09Apr Nth Adel Foodland    North Ade,86.41,,9869.35,Food & Beverage,Food & Groceries
11/04/2024,Visa Purchase                 09Apr Alh Venues/123 Oconn Nrth Adel,20.2,,9955.76,Transport & Travel,Hotels and Accommodation
11/04/2024,Visa Purchase                 09Apr Zlr*Haru Sushi       North Ade,10.9,,9975.96,Food & Beverage,Dining out
11/04/2024,Visa Purchase                 09Apr Bakers Delight       North Ade,5.5,,9986.86,Food & Beverage,Food & Groceries
11/04/2024,Foreign Currency Conversn Fee,0.1,,9992.36,Fees & Charges,Fees & Charges
11/04/2024,Visa Purchase O/Seas          07Apr Sgd2.99 Amznprimesg Membersh,3.38,,9992.46,Entertainment & Recreation,TV
11/04/2024,Eftpos Debit                  11Apr21:36 Uber* Trip\,28.88,,9995.84,Transport & Travel,Taxi & Rental car
11/04/2024,Tfr Wdl BPAY Internet         11Apr12:06 0207782150          Sa Water,169.37,,10024.72,Bills & Payments,Utilities & Rates
10/04/2024,Foreign Currency Conversn Fee,0.79,,10194.09,Fees & Charges,Fees & Charges
10/04/2024,Visa Purchase O/Seas          07Apr Hkd136.00 Relay Hkgr21,26.54,,10194.88,Retail & Personal,Clothing & Shoes
10/04/2024,Eftpos Debit                  10Apr16:56 Neuronau* Trip-Xb\,8.14,,10221.42,Transport & Travel,Vehicle Expenses
10/04/2024,Eftpos Debit                  10Apr16:00 Brow Threads & Lashes Adelaide     Sa Au,20.22,,10229.56,Retail & Personal,Medical & Personal care
9/04/2024,Foreign Currency Conversn Fee,0.7,,10249.78,Fees & Charges,Fees & Charges
9/04/2024,Visa Purchase O/Seas          07Apr Hkd120.00 Yedpay * Morning Glo,23.41,,10250.48,Food & Beverage,Food & Groceries
9/04/2024,Foreign Currency Conversn Fee,0.65,,10273.89,Fees & Charges,Fees & Charges
9/04/2024,"Visa Purchase O/Seas          07Apr Hkd112.50 7-Eleven, Hk (1295)",21.95,,10274.54,Food & Beverage,Food & Groceries
9/04/2024,Foreign Currency Conversn Fee,0.46,,10296.49,Fees & Charges,Fees & Charges
9/04/2024,Visa Purchase O/Seas          06Apr Hkd80.00 Yedpay * Morning Glo,15.61,,10296.95,Food & Beverage,Food & Groceries
9/04/2024,Visa Purchase                 04Apr Delaware North Retai Adelaide,5.9,,10312.56,Transport & Travel,Hotels and Accommodation
9/04/2024,Foreign Currency Conversn Fee,0.17,,10318.46,Fees & Charges,Fees & Charges
9/04/2024,Visa Purchase O/Seas          05Apr Hkd30.00 Queen Victoria,5.85,,10318.63,Food & Beverage,Beverages
9/04/2024,Eftpos Debit                  09Apr14:25 Bakery On O'Connell   North Adelaidsa Au,11.11,,10324.48,Food & Beverage,Food & Groceries
9/04/2024,Eftpos Debit                  09Apr07:32 Uber Eats* Eats\,6.14,,10335.59,Food & Beverage,Dining out
9/04/2024,Eftpos Debit                  09Apr02:02 Uber* Trip\,32.29,,10341.73,Transport & Travel,Taxi & Rental car
8/04/2024,Foreign Currency Conversn Fee,1.69,,10374.02,Fees & Charges,Fees & Charges
8/04/2024,Visa Purchase O/Seas          05Apr Hkd290.00 Hong Kong Stadium571,56.52,,10375.71,Transport & Travel,Hotels and Accommodation
8/04/2024,Foreign Currency Conversn Fee,0.57,,10432.23,Fees & Charges,Fees & Charges
8/04/2024,Visa Purchase O/Seas          05Apr Hkd99.00 Uniqlo Hong Kong Ltd,19.29,,10432.8,Retail & Personal,Clothing & Shoes
8/04/2024,Foreign Currency Conversn Fee,0.49,,10452.09,Fees & Charges,Fees & Charges
8/04/2024,Visa Purchase O/Seas          05Apr Hkd85.00 Maison Eric Kayser,16.57,,10452.58,Food & Beverage,Food & Groceries
8/04/2024,Visa Purchase                 04Apr Telstra Prepaid      Melbourne,15,,10469.15,Bills & Payments,Telecommunications
8/04/2024,Foreign Currency Conversn Fee,0.38,,10484.15,Fees & Charges,Fees & Charges
8/04/2024,Visa Purchase O/Seas          05Apr Hkd65.00 Sa Sa Cosmetic Co. L,12.67,,10484.53,Retail & Personal,Retail (shopping)
8/04/2024,Visa Purchase                 04Apr 100 Miles            Adelaide,6.06,,10497.2,Food & Beverage,Dining out
8/04/2024,Osko Withdrawal               08Apr20:26 S Sequeira,150,,10503.26,Withdrawals & Transfers,Withdrawal
8/04/2024,Eftpos Credit                 08Apr19:33 Uber Eats* Eats\,,6.14,10653.26,Deposits,Deposit
8/04/2024,Eftpos Debit                  08Apr18:31 Uber Eats* Eats\,67.57,,10647.12,Food & Beverage,Dining out
6/04/2024,Visa Purchase                 03Apr Color Club Pty Ltd   North Ade,45.45,,10714.69,Retail & Personal,Retail (shopping)
5/04/2024,Visa Purchase                 03Apr Howards Storage Worl Mile End,43.95,,10760.14,Food & Beverage,Food & Groceries
5/04/2024,Visa Purchase                 03Apr Howards Storage Worl Mile End,39.95,,10804.09,Food & Beverage,Food & Groceries
5/04/2024,Visa Purchase                 02Apr North Adelaide Haru  North Ade,10.2,,10844.04,Food & Beverage,Dining out
5/04/2024,Visa Purchase                 03Apr Nth Adel Foodland    North Ade,7.6,,10854.24,Food & Beverage,Food & Groceries
5/04/2024,Visa Purchase                 02Apr Bakery On O'Connell  North Ade,6.06,,10861.84,Food & Beverage,Food & Groceries
5/04/2024,Visa Purchase                 03Apr Bakers Delight       North Ade,3.5,,10867.9,Food & Beverage,Food & Groceries
5/04/2024,Internet Deposit              05Apr06:03 From 0280074494440,,802.35,10871.4,Deposits,Deposit
4/04/2024,Visa Purchase                 31Mar Foodworks North Adel North Ade,33.51,,10069.05,Food & Beverage,Food & Groceries
4/04/2024,Visa Purchase                 01Apr Bakery On O'Connell  North Ade,20.91,,10102.56,Food & Beverage,Food & Groceries
4/04/2024,Visa Purchase                 02Apr Tafe Sa Regency Camp Adelaide,5.7,,10123.47,Retail & Personal,Education & Training
4/04/2024,Eftpos Debit                  04Apr20:19 Uber* Trip\,27.27,,10129.17,Transport & Travel,Taxi & Rental car
3/04/2024,Visa Purchase                 29Mar Ampol North Adelaide North Ade,69.99,,10156.44,Transport & Travel,Petrol
3/04/2024,Visa Purchase                 01Apr Patreon* Membership  Internet,36.85,,10226.43,Entertainment & Recreation,TV
3/04/2024,Visa Purchase                 29Mar Bakery On O'Connell  North Ade,21.52,,10263.28,Food & Beverage,Food & Groceries
3/04/2024,Visa Purchase                 28Mar Ampol North Adelaide North Ade,7.26,,10284.8,Transport & Travel,Petrol
3/04/2024,Visa Purchase                 30Mar David Alan Coppock   Seacliff,6.6,,10292.06,Food & Beverage,Dining out
3/04/2024,Visa Purchase                 28Mar Foodworks North Adel North Ade,5.69,,10298.66,Food & Beverage,Food & Groceries
3/04/2024,Visa Purchase                 31Mar Neuronau* Temphold-N Hawthorn,5.08,,10304.35,Transport & Travel,Vehicle Expenses
3/04/2024,Visa Purchase                 01Apr Zlr*Owners & Trainer Oakbank,5,,10309.43,Bills & Payments,Memberships
2/04/2024,Visa Purchase                 27Mar Bettys Burgers Austr Adelaide,30.5,,10314.43,Food & Beverage,Dining out
2/04/2024,Visa Purchase                 28Mar Nth Adel Foodland    North Ade,30.26,,10344.93,Food & Beverage,Food & Groceries
2/04/2024,Visa Purchase                 27Mar Kim Wang Supermarket Adelaide,22.48,,10375.19,Food & Beverage,Food & Groceries
2/04/2024,Visa Purchase                 27Mar Angelakis Bros       Adelaide,12.49,,10397.67,Food & Beverage,Food & Groceries
2/04/2024,Visa Purchase                 27Mar Foodworks North Adel North Ade,11.45,,10410.16,Food & Beverage,Food & Groceries
2/04/2024,Visa Purchase                 27Mar Bobo & Associates Pt Adelaide,8,,10421.61,Retail & Personal,Retail (shopping)
2/04/2024,Visa Purchase                 28Mar Tafe Sa Regency Camp Adelaide,7,,10429.61,Retail & Personal,Education & Training
2/04/2024,Visa Purchase                 28Mar Costco Wholesale Aus Kilburn,5.99,,10436.61,Food & Beverage,Food & Groceries
2/04/2024,Visa Purchase                 27Mar Rundle Street Conven Adelaide,5.25,,10442.6,Food & Beverage,Food & Groceries
2/04/2024,Visa Purchase                 28Mar Tafe Sa Regency Camp Adelaide,3,,10447.85,Retail & Personal,Education & Training
2/04/2024,Visa Purchase                 28Mar Post North Adelaide  North Ade,1.29,,10450.85,Bills & Payments,Professional & Govt services
2/04/2024,Oakbank Racing C Pay For 4/1/2024,,298.4,10452.14,Deposits,Deposit
30/03/2024,Visa Purchase                 22Mar Globale /Only Ny     Melbourne,203,,10153.74,Retail & Personal,Clothing & Shoes
30/03/2024,Visa Purchase                 28Mar Origin Energy Ltd    Barangaro,153.09,,10356.74,Bills & Payments,Utilities & Rates
30/03/2024,Visa Purchase                 26Mar Smp*Cafe Fellini     North Ade,33.34,,10509.83,Food & Beverage,Dining out
30/03/2024,Visa Purchase                 27Mar Palace Nova Eastend  Adelaide,23,,10543.17,Entertainment & Recreation,TV
30/03/2024,Visa Purchase                 25Mar Foodworks North Adel North Ade,14.38,,10566.17,Food & Beverage,Food & Groceries
30/03/2024,Visa Purchase                 26Mar Bakery On O'Connell  North Ade,11.11,,10580.55,Food & Beverage,Food & Groceries
30/03/2024,Visa Purchase                 27Mar Palace Nova Eastend  Adelaide,9,,10591.66,Entertainment & Recreation,TV
30/03/2024,Osko Withdrawal               29Mar10:22 K Payfer 2023 1040 Rj Brukwinski,600,,10600.66,Withdrawals & Transfers,Withdrawal
30/03/2024,Internet Deposit              29Mar06:04 From 0280074494440,,802.35,11200.66,Deposits,Deposit
28/03/2024,Visa Purchase                 25Mar Bakery On O'Connell  North Ade,23.23,,10398.31,Food & Beverage,Food & Groceries
28/03/2024,Visa Purchase                 26Mar Nth Adel Foodland    North Ade,6.8,,10421.54,Food & Beverage,Food & Groceries
28/03/2024,Visa Purchase                 26Mar Tafe Sa Regency Camp Adelaide,5.7,,10428.34,Retail & Personal,Education & Training
28/03/2024,Eftpos Debit                  28Mar10:58 Bakery On O'Connell   North Adelaidsa Au,11.11,,10434.04,Food & Beverage,Food & Groceries
28/03/2024,Eftpos Debit                  28Mar11:20 Sq *Tynte Street Qualinorth Adelaidsa Au,80.85,,10445.15,Food & Beverage,Food & Groceries
28/03/2024,Eftpos Debit                  28Mar09:58 Uber* Trip\,13.35,,10526,Transport & Travel,Taxi & Rental car
27/03/2024,Deft Payments Deft      22346207,942.99,,10539.35,Bills & Payments,Expenses & Payments
27/03/2024,Visa Purchase                 23Mar Krung Thep           North Ade,69.5,,11482.34,Food & Beverage,Dining out
27/03/2024,Visa Purchase                 25Mar Nth Adel Foodland    North Ade,39.52,,11551.84,Food & Beverage,Food & Groceries
27/03/2024,Visa Purchase                 25Mar Ls Perrymans Bakery  North Ade,9.5,,11591.36,Food & Beverage,Food & Groceries
27/03/2024,Visa Purchase                 25Mar Sq *Bean2Heaven      Craigmore,6,,11600.86,Food & Beverage,Dining out
27/03/2024,Eftpos Debit                  27Mar18:50 Neuronau* Trip-Yt\,6.61,,11606.86,Transport & Travel,Vehicle Expenses
26/03/2024,Visa Purchase                 23Mar Woodside Foodland    Woodside,62.56,,11613.47,Food & Beverage,Food & Groceries
26/03/2024,Visa Purchase                 23Mar Smp*The Flying Fig   North Ade,27.2,,11676.03,Food & Beverage,Food & Groceries
26/03/2024,Visa Purchase                 23Mar Sq *Team Enzo        Mile End,8.5,,11703.23,Food & Beverage,Food & Groceries
25/03/2024,Visa Purchase                 22Mar Nth Adel Foodland    North Ade,42.5,,11711.73,Food & Beverage,Food & Groceries
25/03/2024,Visa Purchase                 22Mar Sq *Hsmh Main Bar    Adelaide,29,,11754.23,Entertainment & Recreation,Sports & Leisure
25/03/2024,Visa Purchase                 22Mar Hm Bagels            Banksia P,18,,11783.23,Food & Beverage,Food & Groceries
25/03/2024,Visa Purchase                 20Mar Telstra Prepaid      Melbourne,10,,11801.23,Bills & Payments,Telecommunications
25/03/2024,Osko Withdrawal               25Mar12:32 01791 Miriam Errington Conveyancing,150,,11811.23,Withdrawals & Transfers,Withdrawal
23/03/2024,Visa Purchase                 21Mar Nth Adel Foodland    North Ade,45.62,,11961.23,Food & Beverage,Food & Groceries
23/03/2024,Visa Purchase                 21Mar Burgastronomy        North Ade,26.8,,12006.85,Food & Beverage,Dining out
23/03/2024,Visa Purchase                 21Mar Tafe Sa Regency Camp Adelaide,4,,12033.65,Retail & Personal,Education & Training
23/03/2024,Eftpos Debit                  23Mar10:06 Uber* Trip\,20.25,,12037.65,Transport & Travel,Taxi & Rental car
23/03/2024,Eftpos Debit                  23Mar06:15 Uber* Trip\,15.26,,12057.9,Transport & Travel,Taxi & Rental car
22/03/2024,Visa Purchase                 19Mar Bunnings 337000      Prospect,110,,12073.16,Home & Property,Maintenance
22/03/2024,Visa Purchase                 19Mar Costco Wholesale Aus Kilburn,106.95,,12183.16,Food & Beverage,Food & Groceries
22/03/2024,Visa Purchase                 20Mar Nth Adel Foodland    North Ade,18.87,,12290.11,Food & Beverage,Food & Groceries
22/03/2024,Visa Purchase                 20Mar Beam Mobility Austra -,6.9,,12308.98,Bills & Payments,Telecommunications
22/03/2024,Visa Purchase                 20Mar Neuronau* Temphold-K Hawthorn,5.6,,12315.88,Transport & Travel,Vehicle Expenses
21/03/2024,Visa Purchase                 17Mar Uber   *Trip         Sydney,78.96,,12321.48,Transport & Travel,Taxi & Rental car
21/03/2024,Visa Purchase                 18Mar Bunnings Group Ltd   Hawthorn,34.41,,12400.44,Home & Property,Maintenance
21/03/2024,Visa Purchase                 19Mar Sq *Village Asian Gr North Ade,23.8,,12434.85,Food & Beverage,Food & Groceries
21/03/2024,Visa Purchase                 19Mar Nth Adel Foodland    North Ade,7.2,,12458.65,Food & Beverage,Food & Groceries
20/03/2024,Visa Purchase                 16Mar Otter Products Austr 852 3760,99.95,,12465.85,Home & Property,Technology & Appliances
20/03/2024,Visa Purchase                 16Mar Nth Adel Foodland    North Ade,74.5,,12565.8,Food & Beverage,Food & Groceries
20/03/2024,Visa Purchase                 16Mar Central Market Gourm Adelaide,16.11,,12640.3,Food & Beverage,Food & Groceries
20/03/2024,Visa Purchase                 18Mar Ls Perrymans Bakery  North Ade,15.6,,12656.41,Food & Beverage,Food & Groceries
20/03/2024,Visa Purchase                 16Mar Skala Bakery         Adelaide,8.5,,12672.01,Food & Beverage,Food & Groceries
20/03/2024,Visa Purchase                 16Mar Bean Bar Kws         Adelaide,3.5,,12680.51,Food & Beverage,Food & Groceries
20/03/2024,Andrew Kay Manag Wages 17032024,,2040.62,12684.01,Income,Salary
20/03/2024,Eftpos Debit                  20Mar14:57 Jeff Ramsey Pharmac\North Adelaide    Au,20.98,,10643.39,Retail & Personal,Medical & Personal care
19/03/2024,Visa Credit                   15Mar Bunnings Group Ltd   Hawthorn,,20.57,10664.37,Deposits,Deposit
19/03/2024,Visa Purchase                 15Mar Smokelovers          Adelaide,61,,10643.8,Food & Beverage,Beverages
19/03/2024,Visa Purchase                 15Mar Smokelovers          Adelaide,48,,10704.8,Food & Beverage,Beverages
19/03/2024,Visa Purchase                 14Mar Telstra Limited      Adelaide,35,,10752.8,Bills & Payments,Telecommunications
19/03/2024,Visa Purchase                 16Mar The Coffee Bean Shop Welland,27.74,,10787.8,Food & Beverage,Beverages
19/03/2024,Visa Purchase                 17Mar Sq *Gluttony Food &  Magill,22,,10815.54,Entertainment & Recreation,Catering
19/03/2024,Visa Purchase                 15Mar Bunnings Group Ltd   Hawthorn,20.57,,10837.54,Home & Property,Maintenance
19/03/2024,Visa Purchase                 15Mar Smokelovers          Adelaide,13,,10858.11,Food & Beverage,Beverages
19/03/2024,Visa Purchase                 16Mar House Of Health Coll Adelaide,8.75,,10871.11,Food & Beverage,Food & Groceries
19/03/2024,Visa Purchase                 16Mar Beam Mobility Austra -,7.49,,10879.86,Bills & Payments,Telecommunications
19/03/2024,Visa Purchase                 16Mar Woodside Foodland    Woodside,3.5,,10887.35,Food & Beverage,Food & Groceries
18/03/2024,Visa Purchase                 14Mar Telstra Services     Melbourne,699,,10890.85,Bills & Payments,Telecommunications
18/03/2024,Visa Purchase                 14Mar Smp*The Flying Fig   North Ade,66.1,,11589.85,Food & Beverage,Food & Groceries
18/03/2024,Eftpos Debit                  18Mar05:15 Uber* Trip\,17.04,,11655.95,Transport & Travel,Taxi & Rental car
18/03/2024,Eftpos Debit                  18Mar02:39 Uber* Trip\,14.62,,11672.99,Transport & Travel,Taxi & Rental car
18/03/2024,Eftpos Debit                  17Mar12:12 Uber* Trip\,19.93,,11687.61,Transport & Travel,Taxi & Rental car
16/03/2024,Visa Purchase                 14Mar Usafoods Aus         Moorabbin,70.45,,11707.54,Home & Property,Technology & Appliances
16/03/2024,Visa Purchase                 13Mar Governor Hindmarsh H Hindmarsh,22.8,,11777.99,Food & Beverage,Beverages
16/03/2024,Visa Purchase                 13Mar Governor Hindmarsh H Hindmarsh,22.8,,11800.79,Food & Beverage,Beverages
16/03/2024,Visa Purchase                 13Mar Governor Hindmarsh H Hindmarsh,22.8,,11823.59,Food & Beverage,Beverages
16/03/2024,Visa Purchase                 14Mar Tafe Sa Regency Camp Adelaide,7,,11846.39,Retail & Personal,Education & Training
16/03/2024,Visa Purchase                 14Mar Beam Mobility Austra -,6.9,,11853.39,Bills & Payments,Telecommunications
16/03/2024,Eftpos Debit                  16Mar12:09 Neuronau* Trip-Ww\,6.5,,11860.29,Transport & Travel,Vehicle Expenses
15/03/2024,Visa Purchase                 13Mar Gn Circleoffriendsa  Summertow,51.63,,11866.79,Bills & Payments,Gifts & Donations
15/03/2024,Visa Purchase                 13Mar Nth Adel Foodland    North Ade,33.07,,11918.42,Food & Beverage,Food & Groceries
15/03/2024,Eftpos Debit                  15Mar17:56 Neuronau* Trip-9U\,9.45,,11951.49,Transport & Travel,Vehicle Expenses
15/03/2024,Eftpos Debit                  15Mar14:19 Sq *Color Club        North Adelaidsa Au,68.18,,11960.94,Retail & Personal,Retail (shopping)
15/03/2024,Osko Withdrawal               15Mar11:28 Me01791 Miriam Errington Conveyancing,1520.32,,12029.12,Withdrawals & Transfers,Withdrawal
15/03/2024,Eftpos Debit                  15Mar09:30 Bakery On O'Connell   North Adelaidsa Au,10.91,,13549.44,Food & Beverage,Food & Groceries
14/03/2024,Visa Purchase                 11Mar Bar Shanghai         Northbrid,5,,13560.35,Food & Beverage,Beverages
14/03/2024,Eftpos Debit                  14Mar16:31 Brow Threads & Lashes Adelaide     Sa Au,20.22,,13565.35,Retail & Personal,Medical & Personal care
14/03/2024,Eftpos Debit                  14Mar10:16 Uber* Trip\,15.32,,13585.57,Transport & Travel,Taxi & Rental car
13/03/2024,Visa Purchase                 11Mar Cameo                Cameo.Com,109.83,,13600.89,Home & Property,Services & Tradespeople
13/03/2024,Visa Purchase                 11Mar Hwaiting Pty Ltd     Northbrid,18.03,,13710.72,Food & Beverage,Dining out
13/03/2024,Andrew Kay Manag Wages 10032024,,1464.73,13728.75,Income,Salary
13/03/2024,Eftpos Debit                  13Mar14:16 Neuronau* Trip-Bf\,8.08,,12264.02,Transport & Travel,Vehicle Expenses
13/03/2024,Eftpos Debit                  13Mar12:41 Neuronau* Trip-D7\,8.14,,12272.1,Transport & Travel,Vehicle Expenses
13/03/2024,Eftpos Debit                  13Mar10:37 Bakery On O'Connell   North Adelaidsa Au,11.41,,12280.24,Food & Beverage,Food & Groceries
13/03/2024,Eftpos Debit                  13Mar05:50 Uber* Trip\,40.67,,12291.65,Transport & Travel,Taxi & Rental car
13/03/2024,Eftpos Debit                  13Mar00:21 Uber* Trip\,38.37,,12332.32,Transport & Travel,Taxi & Rental car
12/03/2024,Visa Purchase                 09Mar Hygge Bar            Perth,35.46,,12370.69,Food & Beverage,Beverages
12/03/2024,Visa Purchase                 09Mar Hygge Bar            Perth,15.19,,12406.15,Food & Beverage,Beverages
12/03/2024,Visa Purchase                 09Mar Noodlebox Burswood   Burswood,14.95,,12421.34,Food & Beverage,Dining out
12/03/2024,Foreign Currency Conversn Fee,0.1,,12436.29,Fees & Charges,Fees & Charges
12/03/2024,Visa Purchase O/Seas          07Mar Sgd2.99 Amznprimesg Membersh,3.43,,12436.39,Retail & Personal,Retail (shopping)
